utterance,Utterance Token,RNN Sentiment
I need help seeing my invoice,"['need', 'help', 'see', 'invoic']",Negative
whwre can i view my bills?,"['whwre', 'view', 'bill']",Neutral
"I want to view my bills, can you help me?","['want', 'view', 'bill', 'help']",Neutral
"I want to see my bills, can you help me?","['want', 'see', 'bill', 'help']",Neutral
"i didn't receive my invoices, can u check them?","['receiv', 'invoic', 'u', 'check']",Positive
"I didn't receive my invoice, what do I have to do to see it?","['receiv', 'invoic', 'see']",Negative
where can i see my bills?,"['see', 'bill']",Negative
"i can't find my invoices, how do i check them?","['ca', 'find', 'invoic', 'check']",Positive
"please, ask an agent if i can check my fucking invoice","['pleas', 'ask', 'agent', 'check', 'fuck', 'invoic']",Positive
"I can't find my bill, what do I have to do to view it?","['ca', 'find', 'bill', 'view']",Positive
i wanna see my fucking bills,"['wan', 'na', 'see', 'fuck', 'bill']",Negative
"I want to see my invoices, what should I do?","['want', 'see', 'invoic']",Neutral
I lost my bills and I want to vview them,"['lost', 'bill', 'want', 'vview']",Positive
"i lost my bills, can u show them?","['lost', 'bill', 'u', 'show']",Positive
i lost my bill and i want to view it,"['lost', 'bill', 'want', 'view']",Positive
ask an agent if i can check my invoice,"['ask', 'agent', 'check', 'invoic']",Positive
id like to see my bill,"['id', 'like', 'see', 'bill']",Negative
can u ask an agent how to view my invoice?,"['u', 'ask', 'agent', 'view', 'invoic']",Negative
"I lost my invoices, can I chcek them?","['lost', 'invoic', 'chcek']",Negative
"I didn't receive my invoice, how can I view it ?","['receiv', 'invoic', 'view']",Positive
"i can't find my invoices, help me see them","['ca', 'find', 'invoic', 'help', 'see']",Neutral
"i didn't receive my bills, show them","['receiv', 'bill', 'show']",Neutral
ask an agent hw  can check my bills,"['ask', 'agent', 'hw', 'check', 'bill']",Positive
"I didn't receive my bill, can I check it?","['receiv', 'bill', 'check']",Positive
I didn't receive my invoices and I want to check them,"['receiv', 'invoic', 'want', 'check']",Neutral
"I can't find my bill, what can I do to view it?","['ca', 'find', 'bill', 'view']",Positive
"I can't find my bills, I need help seeing them","['ca', 'find', 'bill', 'need', 'help', 'see']",Neutral
"i wanna view my bill, what can i do?","['wan', 'na', 'view', 'bill']",Neutral
"i can't find my bill, how do i check it?","['ca', 'find', 'bill', 'check']",Positive
"I lost my invoices, how can I view them?","['lost', 'invoic', 'view']",Negative
"I didn't receive my bill , how can I see it?","['receiv', 'bill', 'see']",Negative
"I can't find my bills, what should I do to view them?","['ca', 'find', 'bill', 'view']",Positive
"I didn't receive my bill, how do I check it?","['receiv', 'bill', 'check']",Positive
"could you ask an agent how I could view my invoices, please?","['could', 'ask', 'agent', 'could', 'view', 'invoic', 'pleas']",Neutral
"I lost my invoice, help me view it","['lost', 'invoic', 'help', 'view']",Positive
can I view my bipls?,"['view', 'bipl']",Neutral
can you provide information about my bills?,"['provid', 'inform', 'bill']",Positive
"id like to see my bill, can u help me?","['id', 'like', 'see', 'bill', 'u', 'help']",Negative
"I lost my bills, can you show them?","['lost', 'bill', 'show']",Positive
"i wanna view my invoice, can u help me?","['wan', 'na', 'view', 'invoic', 'u', 'help']",Negative
"can you ask an agent where I can see my invoice, please?","['ask', 'agent', 'see', 'invoic', 'pleas']",Negative
"I lost my bill, how can I view it?","['lost', 'bill', 'view']",Negative
"i didn't reveive my invoices, what do i have to do to check them?","['reveiv', 'invoic', 'check']",Positive
can u ask an agent to give me information about my invoice?,"['u', 'ask', 'agent', 'give', 'inform', 'invoic']",Negative
could u ask an agent how to see my invoices?,"['could', 'u', 'ask', 'agent', 'see', 'invoic']",Negative
can I view my invoices?,"['view', 'invoic']",Neutral
I lost my invoices and I want to see them,"['lost', 'invoic', 'want', 'see']",Neutral
"i didn't receive my invoice, how can i check it?","['receiv', 'invoic', 'check']",Positive
"I didn't receive my invoicces, what should I do to check them?","['receiv', 'invoicc', 'check']",Positive
how do i see my bills?,"['see', 'bill']",Negative
"I didn't receive my bills, check them","['receiv', 'bill', 'check']",Positive
"I lost my bill, what can I do to check it?","['lost', 'bill', 'check']",Positive
"I lost my invoice, what should I do to view it?","['lost', 'invoic', 'view']",Negative
"I didn't receive my invoices, how can I check them?","['receiv', 'invoic', 'check']",Positive
"I want to check my invoices, can you help me?","['want', 'check', 'invoic', 'help']",Neutral
"I lost my invoice, help me see it","['lost', 'invoic', 'help', 'see']",Negative
"I can't find my invoice, check it","['ca', 'find', 'invoic', 'check']",Positive
"I lost my bills, can you check them?","['lost', 'bill', 'check']",Positive
"I lost my bills, what should I do to view them?","['lost', 'bill', 'view']",Negative
"i wanna view my bills, can u help me?","['wan', 'na', 'view', 'bill', 'u', 'help']",Positive
"I can't find my invoices, I need help seeing them","['ca', 'find', 'invoic', 'need', 'help', 'see']",Neutral
"i wanna see my bills, what do i have to do?","['wan', 'na', 'see', 'bill']",Negative
"I didn't receive my invoices, how do I view them?","['receiv', 'invoic', 'view']",Positive
"I lost my bill, how do I see it?","['lost', 'bill', 'see']",Negative
"please, ask an agent to show me information about my invoice","['pleas', 'ask', 'agent', 'show', 'inform', 'invoic']",Neutral
I want to check my invoice,"['want', 'check', 'invoic']",Neutral
"i want to see my bill, what can i do?","['want', 'see', 'bill']",Neutral
"i lost my bill, help me check it","['lost', 'bill', 'help', 'check']",Positive
help me check my invoice,"['help', 'check', 'invoic']",Negative
can you tell me about my invoice?,"['tell', 'invoic']",Neutral
"I can't find my bills, can I check them?","['ca', 'find', 'bill', 'check']",Positive
"check my fuckingbill, please","['check', 'fuckingbil', 'pleas']",Positive
could u ask an agent if i could check my fucking invoice?,"['could', 'u', 'ask', 'agent', 'could', 'check', 'fuck', 'invoic']",Positive
"I didn't receve my bill, hwat do I have to do to check it?","['recev', 'bill', 'hwat', 'check']",Positive
ask an agent where to view my bill,"['ask', 'agent', 'view', 'bill']",Neutral
can you show me information about my invoices?,"['show', 'inform', 'invoic']",Positive
"I didn't receive my invoices, can you check them?","['receiv', 'invoic', 'check']",Positive
"I'd like to view my invoices, could you help me?","['like', 'view', 'invoic', 'could', 'help']",Positive
how do I see my invoices?,"['see', 'invoic']",Negative
"i lost my  invoices and i wanna see them, please","['lost', 'invoic', 'wan', 'na', 'see', 'pleas']",Negative
"I lost my bill, what can I do to see it?","['lost', 'bill', 'see']",Negative
where can I check my bill?,"['check', 'bill']",Positive
"I lost my bills, help me see them","['lost', 'bill', 'help', 'see']",Neutral
sho me my invoices,"['sho', 'invoic']",Positive
i lost my bill and i wanna check it,"['lost', 'bill', 'wan', 'na', 'check']",Positive
"I can't find my invoice, what do I have to do to view it?","['ca', 'find', 'invoic', 'view']",Positive
I can't find my bills and I want to see them,"['ca', 'find', 'bill', 'want', 'see']",Positive
ask an agent how i can see my invoices,"['ask', 'agent', 'see', 'invoic']",Negative
"i can't find my bill, i need help checking it","['ca', 'find', 'bill', 'need', 'help', 'check']",Negative
"please, could you show me my bills?","['pleas', 'could', 'show', 'bill']",Positive
"please, ask an agent to show me my bill","['pleas', 'ask', 'agent', 'show', 'bill']",Neutral
"I didn't receive my invoices, help me see them","['receiv', 'invoic', 'help', 'see']",Negative
"i didn't receive my bill, can i see it?","['receiv', 'bill', 'see']",Negative
"I can't find my bill, what do I have to do to see it ?","['ca', 'find', 'bill', 'see']",Positive
"i can't find my invoice, hwat should i do to check it?","['ca', 'find', 'invoic', 'hwat', 'check']",Positive
"can u ask an agent if i could check ym inovices, please?","['u', 'ask', 'agent', 'could', 'check', 'ym', 'inovic', 'pleas']",Neutral
"I can't find my bill, I need help viewing it","['ca', 'find', 'bill', 'need', 'help', 'view']",Positive
"I lost my invoice , help me check it","['lost', 'invoic', 'help', 'check']",Negative
ask an agent where  i can check my invoice,"['ask', 'agent', 'check', 'invoic']",Positive
"I lost my bill, help me check it","['lost', 'bill', 'help', 'check']",Positive
"please, could u ask an agent if i could see my invoice?","['pleas', 'could', 'u', 'ask', 'agent', 'could', 'see', 'invoic']",Neutral
can you provide information about my invoices?,"['provid', 'inform', 'invoic']",Negative
"I lost my invoices, how do I check them?","['lost', 'invoic', 'check']",Positive
"please, can you ask an agent where I could check my invoices?","['pleas', 'ask', 'agent', 'could', 'check', 'invoic']",Neutral
"i can't find my bill, how can i view it?","['ca', 'find', 'bill', 'view']",Positive
"i didn't receive my invoices, i need help seeing them","['receiv', 'invoic', 'need', 'help', 'see']",Positive
"I didn't receive my bill, check it","['receiv', 'bill', 'check']",Positive
"I can't find my bill, view it","['ca', 'find', 'bill', 'view']",Positive
can i check my invoice?,"['check', 'invoic']",Positive
"I can't find my invoice, what can I do to see it?","['ca', 'find', 'invoic', 'see']",Positive
i need help seeing my invoice,"['need', 'help', 'see', 'invoic']",Negative
i lost my invoice and i want to view it,"['lost', 'invoic', 'want', 'view']",Positive
help me view my bills,"['help', 'view', 'bill']",Positive
"ask an agent where to check my fucking invoices, please","['ask', 'agent', 'check', 'fuck', 'invoic', 'pleas']",Positive
"I lost my bill, help me view it","['lost', 'bill', 'help', 'view']",Positive
information about my invoices,"['inform', 'invoic']",Negative
"I can't find my bills, what do I have to do to see them?","['ca', 'find', 'bill', 'see']",Positive
"i want to view my invoices, what can i do?","['want', 'view', 'invoic']",Neutral
"could u ask an agent how i can see my invoices, please?","['could', 'u', 'ask', 'agent', 'see', 'invoic', 'pleas']",Negative
"I lost my invoices, I need help seeing them","['lost', 'invoic', 'need', 'help', 'see']",Negative
"I lost my bill, how can I see it?","['lost', 'bill', 'see']",Negative
"could you show me information about my fucking bill, please?","['could', 'show', 'inform', 'fuck', 'bill', 'pleas']",Positive
"I want to check my bills , what do I have to do?","['want', 'check', 'bill']",Neutral
can u ask an agent how i can see my invoicess?,"['u', 'ask', 'agent', 'see', 'invoicess']",Negative
"I want to view my invoices, what should I do?","['want', 'view', 'invoic']",Neutral
"I want to view my bills, what do I have to do?","['want', 'view', 'bill']",Neutral
"I lost my invoice, what do I have to do to check it?","['lost', 'invoic', 'check']",Positive
"I can't find my invoices, what should I do to view them?","['ca', 'find', 'invoic', 'view']",Positive
"i can't find my bills, how can i view them?","['ca', 'find', 'bill', 'view']",Positive
can u ask an agent for information about my invoices?,"['u', 'ask', 'agent', 'inform', 'invoic']",Positive
"I can't find my bill, help me check it, please","['ca', 'find', 'bill', 'help', 'check', 'pleas']",Positive
"I can't find my invoices, show them","['ca', 'find', 'invoic', 'show']",Positive
"i want to see my bill, what do i have to do?","['want', 'see', 'bill']",Neutral
"can you show me my invoice, please?","['show', 'invoic', 'pleas']",Neutral
can u check my bill?,"['u', 'check', 'bill']",Positive
I didn't receive my bill and I want to check it,"['receiv', 'bill', 'want', 'check']",Positive
"I didn't receive my invoice, can you show it?","['receiv', 'invoic', 'show']",Neutral
"I can't find my invoice, can you show it, please?","['ca', 'find', 'invoic', 'show', 'pleas']",Neutral
how to see ky invoice,"['see', 'ky', 'invoic']",Negative
"I can't find my onvoice, how do I see it?","['ca', 'find', 'onvoic', 'see']",Positive
can I check my invoices?,"['check', 'invoic']",Positive
"I didn't receive my invoice, can you view it?","['receiv', 'invoic', 'view']",Positive
