utterance,Utterance Token,RNN Sentiment,RNN Rating
ask an agent where to view my bill,"['ask', 'agent', 'view', 'bill']",Neutral,5
can you show me information about my invoices?,"['show', 'inform', 'invoic']",Positive,1
"I didn't receive my invoices, can you check them?","['receiv', 'invoic', 'check']",Positive,5
"I'd like to view my invoices, could you help me?","['like', 'view', 'invoic', 'could', 'help']",Positive,3
how do I see my invoices?,"['see', 'invoic']",Negative,1
"i lost my  invoices and i wanna see them, please","['lost', 'invoic', 'wan', 'na', 'see', 'pleas']",Negative,5
"I lost my bill, what can I do to see it?","['lost', 'bill', 'see']",Negative,4
where can I check my bill?,"['check', 'bill']",Positive,5
"I lost my bills, help me see them","['lost', 'bill', 'help', 'see']",Neutral,4
sho me my invoices,"['sho', 'invoic']",Positive,5
i lost my bill and i wanna check it,"['lost', 'bill', 'wan', 'na', 'check']",Positive,5
"I can't find my invoice, what do I have to do to view it?","['ca', 'find', 'invoic', 'view']",Positive,1
I can't find my bills and I want to see them,"['ca', 'find', 'bill', 'want', 'see']",Positive,1
ask an agent how i can see my invoices,"['ask', 'agent', 'see', 'invoic']",Negative,1
"i can't find my bill, i need help checking it","['ca', 'find', 'bill', 'need', 'help', 'check']",Negative,5
"please, could you show me my bills?","['pleas', 'could', 'show', 'bill']",Positive,5
"please, ask an agent to show me my bill","['pleas', 'ask', 'agent', 'show', 'bill']",Neutral,5
"I didn't receive my invoices, help me see them","['receiv', 'invoic', 'help', 'see']",Negative,3
"i didn't receive my bill, can i see it?","['receiv', 'bill', 'see']",Negative,1
"I can't find my bill, what do I have to do to see it ?","['ca', 'find', 'bill', 'see']",Positive,1
"i can't find my invoice, hwat should i do to check it?","['ca', 'find', 'invoic', 'hwat', 'check']",Positive,5
"can u ask an agent if i could check ym inovices, please?","['u', 'ask', 'agent', 'could', 'check', 'ym', 'inovic', 'pleas']",Neutral,5
"I can't find my bill, I need help viewing it","['ca', 'find', 'bill', 'need', 'help', 'view']",Positive,1
"I lost my invoice , help me check it","['lost', 'invoic', 'help', 'check']",Negative,5
ask an agent where  i can check my invoice,"['ask', 'agent', 'check', 'invoic']",Positive,5
"I lost my bill, help me check it","['lost', 'bill', 'help', 'check']",Positive,5
"please, could u ask an agent if i could see my invoice?","['pleas', 'could', 'u', 'ask', 'agent', 'could', 'see', 'invoic']",Neutral,3
can you provide information about my invoices?,"['provid', 'inform', 'invoic']",Negative,1
"I lost my invoices, how do I check them?","['lost', 'invoic', 'check']",Positive,5
"please, can you ask an agent where I could check my invoices?","['pleas', 'ask', 'agent', 'could', 'check', 'invoic']",Neutral,5
"i can't find my bill, how can i view it?","['ca', 'find', 'bill', 'view']",Positive,1
"i didn't receive my invoices, i need help seeing them","['receiv', 'invoic', 'need', 'help', 'see']",Positive,5
"I didn't receive my bill, check it","['receiv', 'bill', 'check']",Positive,5
"I can't find my bill, view it","['ca', 'find', 'bill', 'view']",Positive,1
can i check my invoice?,"['check', 'invoic']",Positive,5
"I can't find my invoice, what can I do to see it?","['ca', 'find', 'invoic', 'see']",Positive,1
i need help seeing my invoice,"['need', 'help', 'see', 'invoic']",Negative,1
i lost my invoice and i want to view it,"['lost', 'invoic', 'want', 'view']",Positive,5
help me view my bills,"['help', 'view', 'bill']",Positive,5
"ask an agent where to check my fucking invoices, please","['ask', 'agent', 'check', 'fuck', 'invoic', 'pleas']",Positive,5
"I lost my bill, help me view it","['lost', 'bill', 'help', 'view']",Positive,5
information about my invoices,"['inform', 'invoic']",Negative,5
"I can't find my bills, what do I have to do to see them?","['ca', 'find', 'bill', 'see']",Positive,1
"i want to view my invoices, what can i do?","['want', 'view', 'invoic']",Neutral,1
"could u ask an agent how i can see my invoices, please?","['could', 'u', 'ask', 'agent', 'see', 'invoic', 'pleas']",Negative,1
"I lost my invoices, I need help seeing them","['lost', 'invoic', 'need', 'help', 'see']",Negative,1
"I lost my bill, how can I see it?","['lost', 'bill', 'see']",Negative,4
"could you show me information about my fucking bill, please?","['could', 'show', 'inform', 'fuck', 'bill', 'pleas']",Positive,5
"I want to check my bills , what do I have to do?","['want', 'check', 'bill']",Neutral,5
can u ask an agent how i can see my invoicess?,"['u', 'ask', 'agent', 'see', 'invoicess']",Negative,1
"I want to view my invoices, what should I do?","['want', 'view', 'invoic']",Neutral,1
"I want to view my bills, what do I have to do?","['want', 'view', 'bill']",Neutral,3
"I lost my invoice, what do I have to do to check it?","['lost', 'invoic', 'check']",Positive,5
"I can't find my invoices, what should I do to view them?","['ca', 'find', 'invoic', 'view']",Positive,1
"i can't find my bills, how can i view them?","['ca', 'find', 'bill', 'view']",Positive,1
can u ask an agent for information about my invoices?,"['u', 'ask', 'agent', 'inform', 'invoic']",Positive,5
"I can't find my bill, help me check it, please","['ca', 'find', 'bill', 'help', 'check', 'pleas']",Positive,5
"I can't find my invoices, show them","['ca', 'find', 'invoic', 'show']",Positive,1
"i want to see my bill, what do i have to do?","['want', 'see', 'bill']",Neutral,1
"can you show me my invoice, please?","['show', 'invoic', 'pleas']",Neutral,2
can u check my bill?,"['u', 'check', 'bill']",Positive,5
I didn't receive my bill and I want to check it,"['receiv', 'bill', 'want', 'check']",Positive,5
"I didn't receive my invoice, can you show it?","['receiv', 'invoic', 'show']",Neutral,1
"I can't find my invoice, can you show it, please?","['ca', 'find', 'invoic', 'show', 'pleas']",Neutral,5
how to see ky invoice,"['see', 'ky', 'invoic']",Negative,1
"I can't find my onvoice, how do I see it?","['ca', 'find', 'onvoic', 'see']",Positive,1
can I check my invoices?,"['check', 'invoic']",Positive,5
"I didn't receive my invoice, can you view it?","['receiv', 'invoic', 'view']",Positive,5
"please, ask an agent how i can see my invoices","['pleas', 'ask', 'agent', 'see', 'invoic']",Negative,5
"I lost my bill, can I view it?","['lost', 'bill', 'view']",Negative,1
"I can't find my bills, can I view thm?","['ca', 'find', 'bill', 'view', 'thm']",Positive,1
"I didn't receive my bills, what do I have to do to view them?","['receiv', 'bill', 'view']",Neutral,5
can u ask an agent to check my bills?,"['u', 'ask', 'agent', 'check', 'bill']",Positive,5
"I want to check my invoice, what should I do?","['want', 'check', 'invoic']",Neutral,5
where do I see my bills?,"['see', 'bill']",Negative,1
"I want to check my bill, what can I do?","['want', 'check', 'bill']",Neutral,5
"I lost my bill, what do I have to do to see it?","['lost', 'bill', 'see']",Negative,4
how do I see my bill?,"['see', 'bill']",Negative,1
"I didn't receive my invoice, how do I view it?","['receiv', 'invoic', 'view']",Positive,5
"I lost my bills, can I view them?","['lost', 'bill', 'view']",Negative,1
"I didn't receive my bill  , help me check it","['receiv', 'bill', 'help', 'check']",Positive,5
"I didn't receive my bill, can you view it?","['receiv', 'bill', 'view']",Neutral,5
"I can't find my bill, how can I check it?","['ca', 'find', 'bill', 'check']",Positive,5
i can't find my invoices and i wanna view them,"['ca', 'find', 'invoic', 'wan', 'na', 'view']",Positive,1
"I can't find my invoices, what should I do to check them?","['ca', 'find', 'invoic', 'check']",Positive,5
"I want to see my bill, what can I do?","['want', 'see', 'bill']",Neutral,1
"I didn't receive my invoice, help me see it","['receiv', 'invoic', 'help', 'see']",Negative,3
"I lost my invoice, check it","['lost', 'invoic', 'check']",Positive,5
"I can't find my bills, what should I do to check them?","['ca', 'find', 'bill', 'check']",Positive,5
"i want to check my bill, can u help me?","['want', 'check', 'bill', 'u', 'help']",Neutral,5
"I didn't receive my bill, what do I have to do to see it?","['receiv', 'bill', 'see']",Negative,1
"I didn't receive my bills, what can I do to see them?","['receiv', 'bill', 'see']",Negative,1
"I didn't receive my bills, what should I do to check them?","['receiv', 'bill', 'check']",Positive,5
"I can't find my invoices, what can I do to check them?","['ca', 'find', 'invoic', 'check']",Positive,5
"i lost my invoices, what can i do to see them?","['lost', 'invoic', 'see']",Negative,1
I need help viewing my bills,"['need', 'help', 'view', 'bill']",Positive,4
can u ask an agent to give me information about my bill?,"['u', 'ask', 'agent', 'give', 'inform', 'bill']",Negative,5
"i didn't receive my bill, how do i check it?","['receiv', 'bill', 'check']",Positive,5
"I can't find my bills, I need help checking them","['ca', 'find', 'bill', 'need', 'help', 'check']",Negative,5
ask an agent where to check my bills,"['ask', 'agent', 'check', 'bill']",Positive,5
"i wanna check my bills, what do i have to do?","['wan', 'na', 'check', 'bill']",Positive,5
"i lost my invoice , what can i do to check it?","['lost', 'invoic', 'check']",Positive,5
"please, can you ask an agent where I could view my bill?","['pleas', 'ask', 'agent', 'could', 'view', 'bill']",Neutral,5
"I can't find my bills, can I see them?","['ca', 'find', 'bill', 'see']",Positive,1
"I can't find my bill, help me check it","['ca', 'find', 'bill', 'help', 'check']",Positive,1
ask an agent where to view my bills,"['ask', 'agent', 'view', 'bill']",Neutral,5
"I can't find my invoices, I need help checking them","['ca', 'find', 'invoic', 'need', 'help', 'check']",Negative,1
ask an agent how to check my invoice,"['ask', 'agent', 'check', 'invoic']",Positive,5
where do I check my invoices?,"['check', 'invoic']",Positive,5
"I didn't receive my fucking invoices and I want to view them, please","['receiv', 'fuck', 'invoic', 'want', 'view', 'pleas']",Neutral,5
"I didn't receive my invoices, what do I have to do to check them?","['receiv', 'invoic', 'check']",Positive,5
i wanna check my bill,"['wan', 'na', 'check', 'bill']",Positive,5
"I didn't receive my invoice, can I check it?","['receiv', 'invoic', 'check']",Positive,5
"i want to see my bills, wht can i do?","['want', 'see', 'bill', 'wht']",Neutral,1
I want to see my bill,"['want', 'see', 'bill']",Neutral,1
where can i see my bill?,"['see', 'bill']",Negative,1
"I didn't receive my invoice, show it","['receiv', 'invoic', 'show']",Neutral,1
were to check my invoices,"['check', 'invoic']",Positive,5
"please , could u ask an agent how to see my fucking bill?","['pleas', 'could', 'u', 'ask', 'agent', 'see', 'fuck', 'bill']",Neutral,5
"i didn't receive my bills, czn u shwo them?","['receiv', 'bill', 'czn', 'u', 'shwo']",Positive,5
"i lost my invoice, view it","['lost', 'invoic', 'view']",Negative,1
how can I see my bill?,"['see', 'bill']",Negative,1
"i didn't receive my invoices, can u show them?","['receiv', 'invoic', 'u', 'show']",Neutral,5
"I didn't receive my invoice, I need help viewing it","['receiv', 'invoic', 'need', 'help', 'view']",Positive,4
"i can't find my invoice, what do i have to do to view it?","['ca', 'find', 'invoic', 'view']",Positive,1
"i lost my invoices, what do i have to do to check them?","['lost', 'invoic', 'check']",Positive,5
"please , ask an agent where ican see my invoice","['pleas', 'ask', 'agent', 'ican', 'see', 'invoic']",Negative,5
"I didn't receive my invoices, what do I have to do to view them?","['receiv', 'invoic', 'view']",Positive,5
"please, can u ask an agent to show me my invoices?","['pleas', 'u', 'ask', 'agent', 'show', 'invoic']",Neutral,5
"I can't find my invoices, what do I have to do to check them?","['ca', 'find', 'invoic', 'check']",Positive,5
"I didn't receive my bill, I need help seeing it","['receiv', 'bill', 'need', 'help', 'see']",Neutral,5
"i can't find my invoice, can i see it?","['ca', 'find', 'invoic', 'see']",Positive,1
could u ask an agent if i can check my bill?,"['could', 'u', 'ask', 'agent', 'check', 'bill']",Positive,5
"I didn't receive my bill, how do I see it?","['receiv', 'bill', 'see']",Negative,1
"I lost my invoices, view them","['lost', 'invoic', 'view']",Negative,1
"i lost my bill, show it","['lost', 'bill', 'show']",Positive,4
"I can't find my bill, how can I see it?","['ca', 'find', 'bill', 'see']",Positive,1
"i didn't receive my invoices, how can i view them?","['receiv', 'invoic', 'view']",Positive,5
"I didn't receive my invoices, show them","['receiv', 'invoic', 'show']",Neutral,1
"i didn't receive my invoices, view them","['receiv', 'invoic', 'view']",Positive,5
"i can't find my invoices, what can i do to view them?","['ca', 'find', 'invoic', 'view']",Positive,1
"I can't find my bills, how do I check them?","['ca', 'find', 'bill', 'check']",Positive,5
"I didn't receive my bills, what do I have to do to check them?","['receiv', 'bill', 'check']",Positive,5
"I olst my invoice, what can I di to check it?","['olst', 'invoic', 'di', 'check']",Positive,5
ask an agent for information about my bills,"['ask', 'agent', 'inform', 'bill']",Positive,5
where do I view my bills?,"['view', 'bill']",Neutral,1
ask an agent how to view my fucking bill,"['ask', 'agent', 'view', 'fuck', 'bill']",Neutral,5
"I didn't receive my bills, how do I check them?","['receiv', 'bill', 'check']",Positive,5
"I can't find my invoices, what can I do to view them?","['ca', 'find', 'invoic', 'view']",Positive,1
can you give me information about my invoices?,"['give', 'inform', 'invoic']",Negative,1
where do I check my bill?,"['check', 'bill']",Positive,5
I want to check my bill,"['want', 'check', 'bill']",Neutral,5
"I didn't receive my invoice, what can I do to see it?","['receiv', 'invoic', 'see']",Negative,1
where do I view my invoices?,"['view', 'invoic']",Neutral,1
"i needc niformation about my invoice, please","['needc', 'niform', 'invoic', 'pleas']",Positive,5
